danceability,energy,speechiness,acousticness,instrumentalness,liveness,genre
0.555,0.256,0.0367,0.978,0.543,0.107,Jazz
0.703,0.532,0.0417,0.337,0.0,0.0871,Pop
0.443,0.874,0.0361,0.0424,0.006,0.134,Rock
0.57,0.872,0.0334,0.0423,0.0,0.15,Rock
0.687,0.466,0.0796,0.699,0.00026146,0.112,Rythm and Blues
0.773,0.77,0.038,0.143,0.0002,0.116,R&B
0.618,0.303,0.0565,0.175,0.9255,0.122,Techno
0.656,0.56,0.0414,0.757,0.84500007,0.12,Jazz
0.726,0.631,0.0443,0.000612,0.0,0.0567,Pop
0.544,0.834,0.0497,0.0581,0.891,0.0781,Techno
0.579,0.754,0.325,0.625,2.8e-05,0.321,Rythm and Blues
0.538,0.65,0.0731,0.00304,0.0,0.707,Rock
0.733,0.439,0.0852,0.0167,0.0,0.0377,R&B
0.746,0.712,0.227,0.333,2.67e-06,0.225,Hip Hop
0.352,0.879,0.155,0.17,0.0,0.0518,Rap
0.414,0.171,0.0304,0.911,0.818,0.112,Jazz
0.836,0.693,0.211,0.0316,0.0,0.148,Hip Hop
0.616,0.769,0.0361,0.254,0.0,0.113,Rythm and Blues
0.766,0.615,0.0372,0.034,0.0,0.0361,Pop
0.503,0.366,0.0558,0.826,0.0,0.0811,Rythm and Blues
0.659,0.774,0.286,0.0787,0.0,0.145,Hip Hop
0.672,0.713,0.0639,0.555,0.0,0.171,Rythm and Blues
0.882,0.961,0.206,0.0991,0.0,0.0524,K-pop
0.523,0.441,0.126,0.852,0.0,0.568,Pop
0.728,0.75,0.0538,0.00078,0.0,0.095,Rock
0.763,0.698,0.0476,0.0105,7e-06,0.243,Pop
0.786,0.788,0.143,0.135,0.0,0.122,Hip Hop
0.83,0.619,0.0581,0.177,0.0,0.269,R&B
0.793,0.827,0.0663,0.1538,1.49e-06,0.0948,R&B
0.343,0.372,0.111,0.772,0.0,0.212,R&B
0.688,0.743,0.055,0.093,0.002001,0.114,Pop
0.565,0.274,0.0364,0.928,0.048,0.129,Jazz
0.501,0.305,0.0352,0.954,0.94579714,0.114,Jazz
0.773,0.449,0.061,0.00298,3e-05,0.0941,K-pop
0.428,0.188,0.0304,0.978,0.886,0.099,Jazz
0.413,0.935,0.0361,0.409,0.0,0.31,Rock
0.74,0.96,0.159,0.0526,6.133e-05,0.0559,Hip Hop
0.674,0.953,0.16,0.639,0.0,0.423,R&B
0.529,0.802,0.186,0.0563,0.00626,0.161,R&B
0.799,0.635,0.0781,0.0027,0.0,0.256,K-pop
0.716,0.3848,0.0834,0.34,1.38e-06,0.202,R&B
0.76,0.854,0.0457,0.00375,0.0,0.188,K-pop
0.587,0.604,0.36,0.152,0.0,0.133,Rap
0.855,0.43,0.0365,0.901,0.94160791,0.606,Techno
0.667,0.68,0.198,0.279,0.0,0.403,Rap
0.786,0.585,0.358,0.125,0.82,0.116,Techno
0.435,0.196,0.0338,0.97953506,0.336,0.174,Jazz
0.683,0.709,0.311,0.00264,0.1,0.345,Rock
0.628,0.444,0.0508,0.877,0.0,0.114,Rythm and Blues
0.772,0.867,0.168,0.0343,0.0,0.0692,K-pop
0.411,0.186,0.0381,0.934,0.926,0.1,Jazz
0.583,0.527,0.316,0.149,0.0012,0.0552,Rythm and Blues
0.748,0.612,0.0579,0.766,1.91e-06,0.146,Pop
0.533,0.185,0.0322,0.872,0.892,0.103,Jazz
0.673,0.818,0.0451,0.279,0.0,0.225,Pop
0.447,0.188,0.0384,0.96,0.626,0.152,Jazz
0.455,0.166,0.0532,0.973,0.94514279,0.101,Jazz
0.636,0.56,0.0441,0.565,0.0,0.212,R&B
0.832,0.797,0.154,0.0291,0.0,0.106,Hip Hop
0.704,0.777,0.0503,0.0204,0.0,0.178,K-pop
0.543,0.0802,0.0412,0.135,0.0,0.115,Rythm and Blues
0.315,0.214,0.04,0.142,0.0,0.225,Rythm and Blues
0.528,0.752,0.0538,0.0134,0.0,0.293,Pop
0.648,0.357,0.0377,0.87,3.99e-06,0.107,Rythm and Blues
0.786,0.737,0.0445,0.332,2.39e-06,0.402,Rock
0.636,0.19,0.0338,0.97,0.919,0.118,Jazz
0.711,0.893,0.286,0.232,0.0,0.0911,R&B
0.471,0.178,0.0305,0.911,0.646,0.11,Jazz
0.495,0.076,0.0353,0.96,0.94288651,0.178,Jazz
0.31,0.933,0.0413,0.0249,7.9e-05,0.054,K-pop
0.697,0.755,0.0317,0.000313,0.457,0.131,Techno
0.67,0.894,0.0451,0.0327,0.00635,0.378,K-pop
0.715,0.67,0.298,0.0396,0.0035394,0.0695,Rap
0.875,0.87,0.0554,0.0845,0.204,0.045,Techno
0.563,0.909,0.356,0.0002457,0.849,0.122,Techno
0.399,0.822,0.0317,0.000769,0.0,0.104,Rock
0.88,0.974,0.335,0.0304,4e-05,0.0913,Hip Hop
0.867,0.437,0.0289,0.848,0.0,0.0811,R&B
0.45,0.143,0.0347,0.954,0.152,0.114,Jazz
0.798,0.811,0.375,0.553,0.623,0.148,R&B
0.496,0.145,0.0373,0.965,0.94082531,0.141,Jazz
0.724,0.83,0.181,0.0372,0.00079,0.137,Hip Hop
0.475,0.142,0.0418,0.943,0.94482311,0.0795,Jazz
0.556,0.108,0.0515,0.98024752,0.884,0.0853,Jazz
0.412,0.0765,0.0503,0.0708,0.0002,0.0527,Rock
0.588,0.716,0.313,0.0258,0.0002,0.0946,Hip Hop
0.372,0.16,0.0372,0.953,0.696,0.145,Jazz
0.532,0.636,0.0537,0.0034,3.81e-06,0.351,Rock
0.54,0.741,0.0487,0.00781,5.86e-05,0.103,Rap
0.518,0.609,0.05,0.00091,0.00010201,0.599,Rock
0.347,0.254,0.0595,0.978,0.247,0.113,Jazz
0.82,0.745,0.0408,0.00334,0.0047,0.198,Pop
0.4,0.172,0.0339,0.941,0.94141851,0.219,Jazz
0.626,0.59,0.1197,0.231,0.0,0.141,R&B
0.753,0.637,0.181,0.0696,8e-06,0.254,Pop
0.639,0.593,0.186,0.398,0.0,0.105,R&B
0.618,0.925,0.0514,0.0458,2.46e-06,0.0684,Rythm and Blues
0.553,0.645,0.0579,0.0704,0.0,0.0947,Rap
0.69,0.681,0.0286,0.00481,1.86e-06,0.281,K-pop
0.445,0.0749,0.0456,0.969,0.239,0.107,Jazz
0.727,0.759,0.0747,0.00346,4e-06,0.255,K-pop
0.549,0.431,0.112,0.0357,8.1e-06,0.0835,Rap
0.781,0.535,0.1357,0.231,0.0,0.171,K-pop
0.77,0.751,0.0335,0.277,0.004501,0.314,Rythm and Blues
0.755,0.756,0.362,0.0054,0.0,0.231,Pop
0.606,0.413,0.132,0.0398,1.97e-06,0.241,Pop
0.612,0.9781,0.152,0.0529,1e-07,0.152,Hip Hop
0.89,0.88,0.278,0.00878,0.0,0.0579,Hip Hop
0.747,0.475,0.0508,0.37,0.0,0.185,Rythm and Blues
0.74,0.518,0.104,0.0767,0.0,0.0377,Hip Hop
0.589,0.808,0.0439,0.40207,0.0,0.105,K-pop
0.687,0.857,0.351,0.0525,0.0,0.214,Hip Hop
0.512,0.853,0.164,0.0201,0.043,0.251,Rock
0.418,0.553,0.197,0.0951,0.0,0.296,R&B
0.789,0.326,0.288,0.274,3.3e-05,0.305,Hip Hop
0.815,0.726,0.16,0.0247,0.0413,0.123,Hip Hop
0.488,0.555,0.0863,0.735,9.192e-05,0.341,R&B
0.706,0.787,0.113,0.355,3.47e-06,0.0753,Hip Hop
0.848,0.714,0.0457,0.00199,1.25e-05,0.112,Rock
0.697,0.812,0.266,0.002,0.0,0.0745,Hip Hop
0.789,0.639,0.0864,0.0019,1.92e-06,0.358,Pop
0.318,0.409,0.0606,0.200252,0.0039273,0.058,Rock
0.736,0.788,0.03,3.67e-05,0.0,0.339,Pop
0.516,0.687,0.11,0.474,0.0007132,0.113,Pop
0.634,0.563,0.036,0.0808,2.61e-06,0.0383,Rock
0.353,0.0783,0.0353,0.971,0.597,0.119,Jazz
0.582,0.553,0.113,0.0284,0.0,0.262,Rap
0.745,0.809,0.0317,0.0406,0.0,0.29,Rap
0.628,0.756,0.119,0.00953,0.838,0.0667,Techno
0.896,0.76,0.235,0.0219,6.94e-05,0.2311,Rap
0.662,0.918,0.039,0.02064,0.0,0.138,Pop
0.639,0.822,0.0408,0.126,0.652,0.0851,Techno
0.605,0.799,0.0575,0.301,0.0,0.101,R&B
0.643,0.715,0.1455,0.2178,0.898,0.111,Techno
0.579,0.73,0.0993,0.800012,6.42e-06,0.233,R&B
0.659,0.468,0.11,0.564,3.39e-06,0.261,Rock
0.802,0.233,0.0383,0.722,0.851,0.308,Jazz
0.656,0.712,0.0737,0.0278,0.00259,0.448,Pop
0.738,0.681,0.038,0.0488,0.0,0.336,R&B
0.505,0.378,0.032,0.866,0.593,0.153,Rythm and Blues
0.636,0.783,0.168,0.241,0.0,0.119,Pop
0.876,0.731,0.0699,0.00738,0.0,0.108,Rap
0.516,0.514,0.231,0.974,0.0,0.105,Rythm and Blues
0.512,0.389,0.0357,0.957,0.83,0.0861,Jazz
0.721,0.776,0.035,0.0565,0.0,0.265,K-pop
0.615,0.663,0.0872,0.103,2e-05,0.131,Pop
0.3,0.597,0.175,0.30901,2.39e-06,0.305,Rythm and Blues
0.796,0.634,0.173,0.1091,0.0,0.0904,Hip Hop
0.517,0.392,0.038,0.072,0.000427,0.247,Rock
0.513,0.349,0.364,0.834,2.5e-06,0.351,R&B
0.555,0.556,0.0738,0.581,0.0,0.0883,R&B
0.868,0.958,0.0376,0.0364,0.0,0.0559,Pop
0.894,0.814,0.0359,0.0143,0.0,0.162,Hip Hop
0.715,0.563,0.079,0.012,1.4e-06,0.143,Rock
0.577,0.933,0.0955,0.00733,0.80202,0.138,Techno
0.606,0.73,0.051,0.0758,0.0,0.0713,K-pop
0.602,0.945,0.141,0.0254,0.0,0.272,Rap
0.436,0.134,0.0362,0.871,0.882,0.101,Jazz
0.348,0.192,0.0364,0.871,0.892,0.0993,Jazz
0.623,0.645,0.154,0.0234,0.0,0.0843,Rap
0.709,0.433,0.0469,0.0217,0.0003559,0.114,Rythm and Blues
0.723,0.587,0.0455,0.00251,1.14e-06,0.269,K-pop
0.804,0.922,0.077,0.523,0.0,0.0993,K-pop
0.784,0.545,0.0472,0.0455,0.0,0.298,Pop
0.848,0.694,0.139,0.0677,0.0085181,0.0911,R&B
0.543,0.835,0.0357,0.0218,2.86e-06,0.115,Rock
0.854,0.587,0.196,0.122,0.0,0.307,Hip Hop
0.754,0.858,0.0454,0.000992,0.0,0.283,K-pop
0.478,0.7888,0.0477,0.165,1.41e-06,0.148,Rythm and Blues
0.73,0.663,0.048,0.162,0.0,0.123,R&B
0.437,0.9,0.174,0.00282,0.94558362,0.0379,Techno
0.604,0.765,0.193,0.0636,0.0005,0.148,Hip Hop
0.423,0.142,0.036,0.98007293,0.553,0.11,Jazz
0.702,0.716,0.0431,0.00481,0.0003,0.115,Hip Hop
0.632,0.112,0.0507,0.969,0.842,0.171,Jazz
0.786,0.883,0.132,0.0553,0.0,0.289,Rap
0.605,0.912,0.036,0.033,1.39e-06,0.172,R&B
0.883,0.692,0.0757,0.0577,6.31e-05,0.6996,K-pop
0.55,0.675,0.0733,0.0722,3.08e-06,0.312,R&B
0.619,0.787,0.394,0.0449,0.0,0.269,Hip Hop
0.436,0.0814,0.0315,0.90007,0.805,0.119,Jazz
0.375,0.0753,0.0358,0.95,0.928,0.103,Jazz
0.654,0.9787,0.123,0.141,0.0,0.263,R&B
0.622,0.534,0.0454,0.433,0.00030506,0.129,Rythm and Blues
0.675,0.681,0.122,0.0209,8e-06,0.0975,Hip Hop
0.71,0.555,0.344,0.225,0.0,0.152,Rap
0.689,0.843,0.318,0.237,0.0,0.159,Hip Hop
0.713,0.482,0.1089,0.472,0.0,0.42,Rythm and Blues
0.589,0.557,0.2566,0.519,1.73e-06,0.0996,Rap
0.489,0.575,0.0471,0.774,2e-05,0.114,Rythm and Blues
0.903,0.419,0.0554,0.30201,4.51e-06,0.13,Rap
0.82,0.468,0.0334,0.04112,0.0,0.239,K-pop
0.492,0.444,0.033,0.000123,0.000356,0.0585,Rock
0.793,0.792,0.089,0.0036,0.0,0.193,K-pop
0.716,0.735,0.0536,0.0804,0.0,0.257,K-pop
0.685,0.736,0.0665,0.206,0.0005,0.324,Hip Hop
0.825,0.637,0.0509,0.0008,0.0,0.296,K-pop
0.708,0.745,0.135,0.105,0.0,0.142,Rap
0.64,0.701,0.0561,0.2278,0.0,0.29,Pop
0.416,0.874,0.0329,0.000584,3.06e-06,0.106,Rock
0.841,0.704,0.0493,0.00164,2.74e-05,0.14,K-pop
0.705,0.424,0.0848,0.0884,0.00125513,0.0584,Rythm and Blues
0.608,0.798,0.101,0.565,0.0,0.175,Hip Hop
0.352,0.0821,0.0294,0.958,0.815,0.114,Jazz
0.868,0.5758,0.2943,0.411,0.0,0.319,Pop
0.577,0.958,0.0799,0.000722,0.86,0.17,Techno
0.645,0.633,0.0367,0.0187,0.0,0.0608,Pop
0.554,0.132,0.0434,0.972,0.816,0.0965,Jazz
0.692,0.545,0.0381,0.728,0.02,0.0857,Rythm and Blues
0.692,0.804,0.0455,0.0785,0.0,0.0654,Rythm and Blues
0.573,0.855,0.28,0.59,0.0003,0.114,Hip Hop
0.687,0.619,0.0453,0.105,0.00012236,0.66,R&B
0.341,0.849,0.0387,0.000899,0.278,0.7035,Techno
0.452,0.375,0.0368,0.864,0.0,0.111,Rythm and Blues
0.485,0.942,0.0289,0.000533,0.838,0.096,Techno
0.861,0.819,0.0323,0.00631,0.0,0.112,R&B
0.496,0.173,0.0332,0.97,0.921,0.132,Jazz
0.749,0.908,0.0314,0.0616,0.0,0.292,K-pop
0.774,0.584,0.12,0.71,0.0001012,0.628,Rap
0.706,0.178,0.0301,0.878,0.0,0.236,Rythm and Blues
0.586,0.846,0.0653,0.109,0.79,0.31,Techno
0.689,0.943,0.352,0.155,0.0,0.664,Hip Hop
0.68,0.815,0.187,0.000521,0.0,0.285,Pop
0.602,0.488,0.0363,0.161,0.913,0.176,Techno
0.649,0.586,0.0287,0.00365,0.0,0.608,Rock
0.859,0.854,0.296,0.0249,0.0005131,0.342,K-pop
0.797,0.729,0.218,0.208,0.0,0.171,Hip Hop
0.804,0.672,0.305,0.227,0.0,0.209,Hip Hop
0.42,0.9824,0.2088,0.0463,0.679,0.0704,Techno
0.598,0.847,0.0289,0.0552,2.48e-06,0.0912,K-pop
0.664,0.892,0.0847,0.0923,0.545,0.389,Techno
0.738,0.179,0.0337,0.94,0.594,0.176,Jazz
0.523,0.9798,0.0592,0.579,0.825,0.132,Techno
0.782,0.873,0.0599,0.0222,0.0,0.135,K-pop
0.611,0.692,0.207,0.000311,0.0003291,0.179,Rap
0.643,0.759,0.0552,0.308,0.0,0.0788,R&B
0.61,0.723,0.0922,0.0023,0.010037,0.401,Rythm and Blues
0.764,0.712,0.045,0.111,0.0,0.313,Pop
0.538,0.415,0.0771,0.0958,0.0,0.391,Rythm and Blues
0.502,0.798,0.0417,0.0025,0.0,0.306,Pop
0.77,0.705,0.0682,0.302,0.0,0.325,K-pop
0.684,0.524,0.287,0.0755,0.02,0.0974,Rap
0.495,0.083,0.03,0.913,0.94542639,0.117,Jazz
0.587,0.828,0.221,0.00783,2e-06,0.0531,Hip Hop
0.523,0.852,0.393,0.000151,2.93e-06,0.123,Rock
0.359,0.8575,0.3843,0.25,0.721,0.319,Techno
0.642,0.61,0.0584,0.0777,0.0,0.139,R&B
0.308,0.0892,0.1036,0.959,0.633,0.21,Jazz
0.634,0.797,0.0825,0.166,0.00020409,0.162,Hip Hop
0.714,0.262,0.0563,0.971,0.811,0.0955,Jazz
0.642,0.918,0.0418,0.00771,0.0,0.0816,K-pop
0.65,0.576,0.052,0.013,0.0,0.305,R&B
0.517,0.732,0.158,0.0683,0.0,0.244,Rap
0.713,0.759,0.0411,0.0333,0.0,0.257,K-pop
0.596,0.346,0.0362,0.013,0.0,0.109,K-pop
0.38,0.895,0.0952,0.142,0.0,0.168,R&B
0.811,0.665,0.29,0.0352,0.0032,0.108,Hip Hop
0.694,0.833,0.0564,0.000648,0.619,0.187,Techno
0.624,0.704,0.149,0.317,0.001,0.103,Rythm and Blues
0.816,0.495,0.185,0.00333,0.0,0.142,Rap
0.815,0.749,0.0716,0.013,0.0,0.0372,K-pop
0.686,0.305,0.0289,0.15,0.0,0.27,R&B
0.513,0.745,0.102,0.0175,3.97e-06,0.431,Rock
0.721,0.661,0.291,0.36,0.0,0.0644,Rap
0.522,0.886,0.087,0.169,0.0,0.164,Pop
0.72,0.724,0.0283,0.451,0.0,0.115,Techno
0.895,0.843,0.395,0.243,0.0,0.7013,Rap
0.387,0.776,0.0394,0.000722,0.0,0.112,Rock
0.475,0.54,0.0546,0.0765,0.04000312,0.51,Pop
0.704,0.636,0.185,0.313,0.0,0.287,R&B
0.629,0.919,0.0658,0.00143,0.142,0.432,Techno
0.555,0.676,0.151,0.64,9e-05,0.104,R&B
0.445,0.148,0.036,0.971,0.93985408,0.167,Jazz
0.421,0.903,0.0367,0.000803,0.000149,0.0677,Rock
0.451,0.171,0.0331,0.972,0.815,0.111,Jazz
0.402,0.848,0.0549,0.0304,0.0,0.187,Rock
0.705,0.624,0.334,0.1487,0.0,0.0932,Rap
0.434,0.175,0.0381,0.975,0.881,0.0746,Jazz
0.464,0.0789,0.0435,0.873,0.721,0.211,Jazz
0.742,0.825,0.0314,0.0516,0.0,0.135,Pop
0.677,0.602,0.0482,0.000818,0.000412,0.6826,Rock
0.566,0.472,0.052,0.43,0.0,0.117,Rock
0.313,0.872,0.372,0.2001956,0.3263,0.666,Techno
0.667,0.728,0.139,0.166,4e-06,0.342,R&B
0.554,0.804,0.0864,0.504,0.0,0.212,Pop
0.854,0.813,0.0882,0.341,0.083302,0.0813,K-pop
0.711,0.49,0.0698,0.0162,1.52e-06,0.112,K-pop
0.702,0.703,0.0403,0.1223,0.0,0.382,Pop
0.696,0.183,0.0301,0.931,0.816,0.207,Jazz
0.53,0.973,0.0526,0.00468,0.469,0.0885,Techno
0.745,0.834,0.0438,0.0677,0.9,0.342,Rap
0.613,0.745,0.0427,0.4203,0.000308,0.05,K-pop
0.795,0.518,0.296,0.09594,0.0003217,0.253,Hip Hop
0.437,0.931,0.0395,0.33,0.557,0.0542,Jazz
0.738,0.633,0.0372,0.103,0.0,0.226,R&B
0.696,0.926,0.0474,0.0504,0.0,0.0826,K-pop
0.858,0.858,0.0306,0.0102,0.0,0.0777,Rock
0.569,0.614,0.0468,0.541,0.0,0.118,Rythm and Blues
0.848,0.551,0.2764,0.0002457,0.775,0.1,Techno
0.786,0.372,0.0327,0.023,0.0,0.0881,Pop
0.527,0.22,0.031,0.933,0.0,0.102,Jazz
0.874,0.85,0.0284,0.0574,1.76e-06,0.143,Pop
0.442,0.23,0.0346,0.961,0.933,0.149,Jazz
0.418,0.106,0.0381,0.92,0.228,0.189,Jazz
0.707,0.714,0.0431,0.0298,0.0,0.282,K-pop
0.655,0.417,0.0476,0.0915,0.0,0.0515,K-pop
0.55,0.725,0.0369,0.00817,0.000801,0.0741,R&B
0.588,0.183,0.0337,0.946,0.931,0.374,Jazz
0.866,0.878,0.204,0.148,0.0,0.128,Rap
0.667,0.602,0.316,0.747,0.0,0.0478,Hip Hop
0.662,0.778,0.03,0.1376,0.0,0.169,Pop
0.768,0.361,0.158,0.328,0.0,0.429,Hip Hop
0.641,0.486,0.0756,0.0278,0.07425,0.292,Techno
0.429,0.157,0.0384,0.96,0.842,0.104,Jazz
0.582,0.735,0.318,0.0038,0.0,0.158,K-pop
0.381,0.163,0.0362,0.932,0.912,0.107,Jazz
0.609,0.853,0.0592,0.00361,1.38e-05,0.107,Rock
0.864,0.483,0.165,0.0106,0.0,0.261,Rap
0.685,0.081,0.0319,0.169,0.0,0.113,R&B
0.738,0.628,0.076,0.00905,0.0,0.6961,Pop
0.316,0.0812,0.0397,0.974,0.932,0.0916,Jazz
0.602,0.488,0.0433,0.0385,0.0012352,0.412,Rythm and Blues
0.304,0.105,0.0306,0.961,0.93965512,0.119,Jazz
0.688,0.938,0.159,0.0207,0.0,0.131,Hip Hop
0.655,0.794,0.216,0.347,3e-06,0.101,R&B
0.63,0.65,0.0793,0.001852,0.856,0.207,Techno
0.613,0.685,0.0545,0.00576,0.0,0.0896,Pop
0.524,0.092,0.258,0.24,2.51e-06,0.149,Rock
0.737,0.643,0.042,0.124,0.0,0.331,R&B
0.6,0.223,0.0303,0.953,0.747,0.106,Jazz
0.334,0.864,0.0333,0.0349,0.000617,0.431,R&B
0.453,0.838,0.0859,0.600835,0.00054,0.332,Rythm and Blues
0.743,0.576,0.136,0.358,0.0,0.1458,Rap
0.398,0.247,0.095,0.747,0.497,0.357,Jazz
0.789,0.577,0.3025,0.364,0.0,0.115,R&B
0.412,0.573,0.0507,0.972,0.906,0.0624,Jazz
0.744,0.411,0.0909,0.323,0.0,0.0379,K-pop
0.683,0.794,0.0748,0.0535,0.0,0.0928,Rock
0.626,0.66,0.0433,0.000552,0.676,0.707,Techno
0.908,0.922,0.0886,0.0522,0.0,0.119,Pop
0.602,0.768,0.0753,0.299,0.622,0.121,Techno
0.644,0.788,0.0364,0.0305,0.00076,0.138,Pop
0.54,0.879,0.0371,0.002,5e-05,0.0939,Rock
0.705,0.832,0.0452,0.373,0.0,0.0744,Pop
0.785,0.688,0.383,0.0445,0.0,0.102,Rap
0.715,0.926,0.074,0.244,0.0,0.717,K-pop
0.507,0.111,0.0336,0.96,0.349,0.1,Jazz
0.437,0.179,0.0371,0.965,0.849,0.119,Jazz
0.731,0.756,0.181,0.00239,0.0153,0.269,Hip Hop
0.41,0.149,0.0503,0.96,0.94241136,0.144,Jazz
0.54,0.0753,0.0397,0.959,0.93704947,0.102,Jazz
0.655,0.58,0.0395,0.645,0.849,0.095,Jazz
0.369,0.134,0.0424,0.941,0.9123,0.123,Jazz
0.798,0.727,0.202,0.388,0.0,0.351,Rap
0.686,0.784,0.0465,0.332,0.0,0.307,Pop
0.501,0.786,0.087,0.00249,0.0,0.115,Rap
0.784,0.373,0.0317,0.843,3.04e-06,0.0962,R&B
0.849,0.737,0.0838,0.00458,0.0,0.109,Pop
0.328,0.17,0.0348,0.944,0.808,0.119,Jazz
0.351,0.927,0.0418,0.00686,0.918,0.242,Techno
0.755,0.858,0.352,0.309,0.0,0.0861,Hip Hop
0.412,0.194,0.0365,0.972,0.931,0.141,Jazz
0.676,0.742,0.0856,0.04,0.0,0.0937,K-pop
0.499,0.713,0.0382,0.557,0.0,0.138,Hip Hop
0.866,0.534,0.0345,0.0111,3.16e-06,0.0818,K-pop
0.316,0.163,0.0302,0.874,0.834,0.1,Jazz
0.657,0.507,0.0525,0.0428,0.0,0.121,R&B
0.646,0.417,0.0738,0.265,8.2e-06,0.0978,R&B
0.593,0.831,0.0511,0.00938,0.004,0.0974,Rock
0.618,0.646,0.232,0.269,0.0,0.0611,R&B
0.663,0.729,0.375,0.148,0.0,0.143,Rap
0.607,0.191,0.0433,0.969,0.943,0.114,Jazz
0.421,0.448,0.0531,0.0904,4.92e-06,0.274,Rock
0.759,0.697,0.0638,0.03478,0.0,0.0978,R&B
0.699,0.846,0.362,0.0171,0.001,0.253,Hip Hop
0.698,0.629,0.0408,0.00396,1.39e-05,0.204,Rock
0.727,0.962,0.0458,0.000473,0.831,0.0688,Techno
0.427,0.232,0.04,0.913,0.846,0.103,Jazz
0.655,0.739,0.0457,0.04934,0.0001,0.156,R&B
0.583,0.147,0.0328,0.972,0.891,0.109,Jazz
0.595,0.81,0.0417,7e-05,3.31e-06,0.0828,K-pop
0.403,0.119,0.0381,0.969,0.838,0.113,Jazz
0.9,0.973,0.037,0.0381,0.821,0.1,Techno
0.799,0.619,0.162,0.247,4e-05,0.162,Rythm and Blues
0.786,0.765,0.0787,0.31,0.0,0.148,Techno
0.424,0.147,0.0369,0.904,0.837,0.121,Jazz
0.452,0.636,0.148,0.0503,0.0,0.123,Rap
0.779,0.706,0.164,0.0493,3.37e-06,0.0737,Hip Hop
0.443,0.226,0.0637,0.958,0.839,0.171,Jazz
0.65,0.854,0.0519,0.00128,0.00121,0.211,Rock
0.803,0.728,0.26,0.0475,0.000318,0.2621,R&B
0.617,0.422,0.0441,0.735,0.0,0.164,Rythm and Blues
0.575,0.785,0.0367,0.903,0.34,0.129,Techno
0.795,0.877,0.0837,0.00347,2.91e-06,0.219,Rap
0.554,0.961,0.0859,0.000323,0.003247,0.254,Rock
0.756,0.436,0.042,0.466,0.0,0.125,Rythm and Blues
0.564,0.155,0.0333,0.967,0.827,0.12,Jazz
0.715,0.113,0.037,0.963,0.899,0.259,Jazz
0.713,0.713,0.0457,0.036,0.0,0.0575,Pop
0.709,0.632,0.159,0.0392,0.00039,0.109,Rap
0.796,0.783,0.0867,0.0599,0.0,0.256,Rap
0.858,0.672,0.0432,0.172,0.0,0.107,R&B
0.699,0.792,0.0735,0.552,0.0,0.0728,Rythm and Blues
0.687,0.616,0.0787,0.00404,0.0,0.246,Pop
0.537,0.545,0.0411,0.0357,0.0,0.275,R&B
0.706,0.788,0.092,0.0083,0.0,0.168,K-pop
0.593,0.9824,0.0437,0.769,0.556,0.445,Techno
0.585,0.736,0.0287,0.00926,1.2e-05,0.0945,R&B
0.794,0.829,0.227,0.0627,0.0,0.348,K-pop
0.473,0.158,0.0509,0.956,0.277,0.139,Jazz
0.832,0.817,0.0649,0.00358,0.0,0.118,Hip Hop
